Symbol,OpenedAt,Name
AIOTUSDT,2026-07-22 03:51:28.066141+00,MA Slope Caso 3 (15m)
NIGHTUSDT,2026-07-22 04:01:54.22006+00,FVG - 15m Pulido
FWDIUSDT,2026-07-22 04:02:00.751182+00,FVG - 1m
NIGHTUSDT,2026-07-22 04:02:04.691905+00,FVG - 5m
URNMUSDT,2026-07-22 04:02:09.476493+00,MA Slope Caso 3 (15m)
INTWUSDT,2026-07-22 04:12:15.100046+00,FVG - 15m Pulido
AVAAIUSDT,2026-07-22 04:12:21.90113+00,FVG - 1m
DODOXUSDT,2026-07-22 04:12:26.751968+00,FVG - 5m
METUSDT,2026-07-22 04:27:41.41608+00,Arrow Reversal
METUSDT,2026-07-22 04:27:45.428478+00,
ERAUSDT,2026-07-22 04:27:50.582811+00,FVG - 5m
HOODUSDT,2026-07-22 04:55:46.26301+00,MA Slope Caso 3 Pulido
ALICEUSDT,2026-07-22 05:03:51.459398+00,FVG - 15m
ZESTUSDT,2026-07-22 05:03:58.251398+00,FVG - 15m Pulido
TOWNSUSDT,2026-07-22 05:04:02.865124+00,MA Slope Caso 1
ZAMAUSDT,2026-07-22 05:04:06.578591+00,MA Slope Caso 3 Pulido
POLYXUSDT,2026-07-22 05:12:28.523023+00,FVG - 1m
UNIUSDT,2026-07-22 05:12:32.595402+00,MA Slope Caso 3 Pulido
HANAUSDT,2026-07-22 05:19:56.36303+00,FVG - 15m
HANAUSDT,2026-07-22 05:20:04.241576+00,FVG - 15m Pulido
BRUSDT,2026-07-22 05:20:09.374507+00,FVG - 1m
PTBUSDT,2026-07-22 05:30:07.85679+00,FVG - 15m
TACUSDT,2026-07-22 05:30:16.723829+00,FVG - 1m
ETHUSDT,2026-07-22 05:30:29.538998+00,MA Slope Caso 3 (15m)
1000XECUSDT,2026-07-22 05:35:59.151768+00,FVG - 1m
AZTECUSDT,2026-07-22 05:43:38.841815+00,FVG - 15m
EPICUSDT,2026-07-22 05:43:50.10924+00,FVG - 1m
ONEUSDT,2026-07-22 05:43:54.90746+00,FVG - 5m
OPNUSDT,2026-07-22 05:44:01.388355+00,MA Clone
OPNUSDT,2026-07-22 05:44:05.721855+00,MA Cross Momentum
ARIAUSDT,2026-07-22 05:56:01.562024+00,Compresion ADN - Micro (5m)
LABUSDT,2026-07-22 05:56:05.599973+00,FVG - 1m
YBUSDT,2026-07-22 06:03:29.93839+00,FVG - 15m
GWEIUSDT,2026-07-22 06:03:40.227997+00,FVG - 1m
BULLAUSDT,2026-07-22 06:10:06.812439+00,FVG - 1m
TRIAUSDT,2026-07-22 06:10:29.773845+00,Standard Scalping
RIFUSDT,2026-07-22 06:14:31.900059+00,FVG - 1m
NAORISUSDT,2026-07-22 06:21:30.167586+00,FVG - 1m
CBRSUSDT,2026-07-22 06:28:28.207401+00,FVG - 15m Pulido
COLLECTUSDT,2026-07-22 06:28:33.8222+00,FVG - 1m
TWTUSDT,2026-07-22 06:43:38.245156+00,MA Slope Caso 3 Pulido
USELESSUSDT,2026-07-22 06:51:13.557563+00,FVG - 15m
UAIUSDT,2026-07-22 06:51:22.341733+00,FVG - 1m
MITOUSDT,2026-07-22 07:11:10.39558+00,FVG - 1m
REDUSDT,2026-07-22 07:11:13.912066+00,MA Slope Caso 2
CRCLUSDT,2026-07-22 07:22:24.324359+00,FVG - 15m
MIRAUSDT,2026-07-22 07:34:00.792838+00,FVG - 1m
ANTHROPICUSDT,2026-07-22 07:42:42.380427+00,FVG - 1m
CAPUSDT,2026-07-22 07:49:35.749965+00,FVG - 1m
PROMUSDT,2026-07-22 08:13:37.53809+00,FVG - 1m
ARXUSDT,2026-07-22 08:13:42.366864+00,MA Clone
ARXUSDT,2026-07-22 08:13:46.641264+00,MA Cross Momentum
ARXUSDT,2026-07-22 08:13:50.800727+00,Scalping Clone
ARXUSDT,2026-07-22 08:13:54.560597+00,Standard Scalping
BRUSDT,2026-07-22 08:14:05.769061+00,Standard Scalping
HEMIUSDT,2026-07-22 08:21:34.33494+00,FVG - 15m
BTWUSDT,2026-07-22 08:37:04.652615+00,FVG - 1m
HEIUSDT,2026-07-22 08:57:40.843768+00,FVG - 1m
ONUSDT,2026-07-22 09:25:08.251292+00,FVG - 1m
HAEDALUSDT,2026-07-22 09:29:46.735419+00,FVG - 15m Pulido
SHAZUSDT,2026-07-22 09:29:50.56324+00,FVG - 1m
MINIMAXUSDT,2026-07-22 09:29:55.181565+00,FVG - 5m
VANRYUSDT,2026-07-22 09:46:01.374393+00,FVG - 1m
CLOUSDT,2026-07-22 09:53:26.373302+00,FVG - 1m
UBUSDT,2026-07-22 10:00:19.907135+00,FVG - 1m
HOMEUSDT,2026-07-22 10:11:44.69441+00,FVG - 15m
HOMEUSDT,2026-07-22 10:11:52.881799+00,FVG - 1m
AKEUSDT,2026-07-22 10:23:25.244376+00,FVG - 1m
XAUUSDT,2026-07-22 10:32:12.12959+00,MA Slope Caso 3 Pulido
KORUUSDT,2026-07-22 10:52:04.803433+00,FVG - 5m
SMCIUSDT,2026-07-22 11:18:47.077517+00,FVG - 5m
TREEUSDT,2026-07-22 11:25:21.800517+00,FVG - 15m
BOTUSDT,2026-07-22 11:25:30.769011+00,FVG - 5m
PLAYUSDT,2026-07-22 11:34:40.895348+00,FVG - 1m
GEVUSDT,2026-07-22 11:44:35.547168+00,FVG - 1m
CLUSDT,2026-07-22 11:44:39.970075+00,Standard Scalping
ZILUSDT,2026-07-22 11:53:18.486994+00,FVG - 1m
KAITOUSDT,2026-07-22 12:09:02.857689+00,FVG - 1m
ESPORTSUSDT,2026-07-22 12:16:46.812293+00,FVG - 15m
BLESSUSDT,2026-07-22 12:16:57.440439+00,MA Clone
BLESSUSDT,2026-07-22 12:17:01.218054+00,MA Cross Momentum
BILLUSDT,2026-07-22 12:23:29.383628+00,FVG - 1m
BNCUSDT,2026-07-22 12:23:35.248588+00,FVG - 5m
USUSDT,2026-07-22 12:27:49.673765+00,FVG - 5m
ROBOUSDT,2026-07-22 12:49:50.327648+00,FVG - 1m
ONDSUSDT,2026-07-22 12:50:01.887384+00,Standard Scalping
ZBTUSDT,2026-07-22 12:57:21.007527+00,FVG - 15m Pulido
YGGUSDT,2026-07-22 13:09:39.044558+00,FVG - 15m
YGGUSDT,2026-07-22 13:09:46.24773+00,FVG - 15m Pulido
DEXEUSDT,2026-07-22 13:20:47.182633+00,FVG - 5m
MUUUSDT,2026-07-22 13:29:30.377803+00,FVG - 5m
PAXGUSDT,2026-07-22 13:35:07.505834+00,Compresion ADN - Micro (5m)
INXUSDT,2026-07-22 13:35:12.877653+00,FVG - 1m
MVLLUSDT,2026-07-22 13:35:18.861555+00,FVG - 5m
ETHFIUSDT,2026-07-22 13:35:26.881744+00,MA Slope Caso 3 (15m)
SQDUSDT,2026-07-22 13:44:26.46123+00,FVG - 15m
SQDUSDT,2026-07-22 13:44:34.019784+00,FVG - 15m Pulido
1000RATSUSDT,2026-07-22 13:44:39.404219+00,FVG - 1m
SOPHUSDT,2026-07-22 13:44:45.909795+00,FVG - 5m
KERNELUSDT,2026-07-22 13:53:29.912431+00,FVG - 15m
DKNGUSDT,2026-07-22 13:53:37.757868+00,FVG - 1m
GRIFFAINUSDT,2026-07-22 13:53:47.59748+00,Standard Scalping
CRWDUSDT,2026-07-22 14:10:09.983455+00,FVG - 1m
KGENUSDT,2026-07-22 14:10:14.206583+00,FVG - 5m
DOGEUSDT,2026-07-22 14:10:20.816296+00,MA Slope Caso 2
FILUSDT,2026-07-22 14:10:25.127232+00,MA Slope Caso 3
NBISUSDT,2026-07-22 14:27:54.494642+00,FVG - 1m
BMNRUSDT,2026-07-22 14:32:07.801721+00,FVG - 1m
STXXUSDT,2026-07-22 14:42:20.365905+00,FVG - 1m
PHAROSUSDT,2026-07-22 14:42:25.455078+00,FVG - 5m
IRENUSDT,2026-07-22 14:49:23.723199+00,FVG - 1m
INXUSDT,2026-07-22 14:49:32.256065+00,Standard Scalping
AIAUSDT,2026-07-22 15:05:45.296299+00,FVG - 1m
LAUSDT,2026-07-22 17:59:24.902757+00,FVG - 15m
B2USDT,2026-07-22 17:59:33.943984+00,FVG - 1m
INITUSDT,2026-07-22 17:59:40.580269+00,FVG - 5m
ORDIUSDT,2026-07-22 17:59:47.836341+00,MA Slope Caso 1
GLWUSDT,2026-07-22 17:59:56.722311+00,MA Slope Caso 2
CFXUSDT,2026-07-22 18:00:04.422936+00,MA Slope Caso 3
AXTIUSDT,2026-07-22 18:14:13.70301+00,FVG - 1m
THEUSDT,2026-07-22 18:26:42.04151+00,FVG - 5m
SPACEUSDT,2026-07-22 18:40:42.868652+00,Compresion ADN - Micro (5m)
LISTAUSDT,2026-07-22 18:40:51.189678+00,FVG - 1m
MORPHOUSDT,2026-07-22 18:40:58.316193+00,FVG - 5m
JELLYJELLYUSDT,2026-07-22 18:54:57.234973+00,FVG - 1m
DYDXUSDT,2026-07-22 19:07:59.263944+00,MA Slope Caso 3 (15m)
BASEDUSDT,2026-07-22 20:17:35.019939+00,LSE Counter-Trend 
EVAAUSDT,2026-07-22 20:30:01.215427+00,FVG - 15m Pulido
GOOGLUSDT,2026-07-22 20:30:08.141604+00,FVG - 1m
SOXSUSDT,2026-07-22 20:43:31.629791+00,FVG - 5m
MUBARAKUSDT,2026-07-22 20:43:38.931597+00,LSE Counter-Trend 
HYPEUSDT,2026-07-22 20:55:32.389406+00,MA Slope Caso 3 (15m)
BASUSDT,2026-07-22 21:09:51.403003+00,FVG - 1m
BSBUSDT,2026-07-22 21:09:59.126866+00,FVG - 5m
GUNUSDT,2026-07-22 21:24:42.193817+00,FVG - 1m
SAPIENUSDT,2026-07-22 21:37:46.976291+00,FVG - 1m
AEROUSDT,2026-07-22 21:37:52.733049+00,MA Slope Caso 1
QQQUSDT,2026-07-22 21:37:59.128142+00,MA Slope Caso 3
CRWVUSDT,2026-07-22 21:50:29.288401+00,FVG - 1m
SOXLUSDT,2026-07-22 21:50:36.678222+00,FVG - 5m
AIOUSDT,2026-07-22 22:02:11.433735+00,Compresion ADN - Micro (5m)
SKHYNIXUSDT,2026-07-22 22:38:42.678813+00,FVG - 5m
XNYUSDT,2026-07-22 23:50:56.571826+00,FVG - 1m
HUSDT,2026-07-22 23:51:03.957802+00,LSE Counter-Trend 
NOKUSDT,2026-07-23 00:08:50.639499+00,Compresion ADN - Micro (5m)
AGTUSDT,2026-07-23 00:08:56.749852+00,FVG - 15m
EDGEUSDT,2026-07-23 00:09:10.17196+00,FVG - 1m
FLNCUSDT,2026-07-23 00:09:17.034392+00,FVG - 5m
ZKCUSDT,2026-07-23 00:21:40.783833+00,FVG - 1m
STBLUSDT,2026-07-23 00:21:46.448596+00,FVG - 5m
ATHUSDT,2026-07-23 00:34:57.528267+00,FVG - 1m
SHELLUSDT,2026-07-23 00:59:07.655534+00,FVG - 15m
BROCCOLIF3BUSDT,2026-07-23 00:59:17.699927+00,FVG - 1m
SYNUSDT,2026-07-23 01:11:12.50208+00,FVG - 15m
OUSDT,2026-07-23 01:25:29.085121+00,Arrow Reversal
OUSDT,2026-07-23 01:25:33.267125+00,
WLFIUSDT,2026-07-23 01:25:41.828707+00,FVG - 1m
OPGUSDT,2026-07-23 01:51:23.674468+00,Compresion ADN - Micro (5m)
KITEUSDT,2026-07-23 02:15:26.883676+00,Compresion ADN - Micro (5m)
WDCUSDT,2026-07-23 02:27:44.520897+00,FVG - 15m Pulido
TUSDT,2026-07-23 02:27:52.503998+00,FVG - 1m
ONDOUSDT,2026-07-23 03:12:27.169769+00,FVG - 15m
REUSDT,2026-07-23 03:12:37.027821+00,FVG - 15m Pulido
DEXEUSDT,2026-07-23 03:12:42.426099+00,FVG - 1m
KORUUSDT,2026-07-23 03:12:48.255627+00,FVG - 5m
ONUSDT,2026-07-23 03:32:17.869232+00,FVG - 15m
BROCCOLIF3BUSDT,2026-07-23 03:32:27.340997+00,FVG - 1m
BANKUSDT,2026-07-23 03:32:33.950357+00,FVG - 5m
XANUSDT,2026-07-23 03:48:55.689353+00,FVG - 15m
JTOUSDT,2026-07-23 03:49:07.875446+00,FVG - 5m
ILVUSDT,2026-07-23 03:49:16.240521+00,MA Slope Caso 2
USUSDT,2026-07-23 03:49:26.18688+00,Standard Scalping
FLOCKUSDT,2026-07-23 04:05:01.276234+00,Compresion ADN - Micro (5m)
RIFUSDT,2026-07-23 04:05:07.694772+00,FVG - 5m
BLESSUSDT,2026-07-23 04:20:19.824162+00,FVG - 1m
CBRSUSDT,2026-07-23 04:20:27.54674+00,FVG - 5m
LAUSDT,2026-07-23 04:36:12.455391+00,FVG - 1m
OUSDT,2026-07-23 04:36:18.575131+00,FVG - 5m
ZHIPUUSDT,2026-07-23 04:51:12.775311+00,FVG - 1m
B2USDT,2026-07-23 04:51:18.672576+00,FVG - 5m
BULLAUSDT,2026-07-23 05:05:06.156028+00,FVG - 1m
EPICUSDT,2026-07-23 05:05:12.245291+00,FVG - 5m
ONEUSDT,2026-07-23 05:21:00.617561+00,FVG - 15m Pulido
BUSDT,2026-07-23 05:21:05.209158+00,FVG - 5m
BMTUSDT,2026-07-23 05:34:56.834922+00,Compresion ADN - Micro (5m)
ACEUSDT,2026-07-23 05:35:03.879951+00,FVG - 1m
FLNCUSDT,2026-07-23 05:35:09.059794+00,FVG - 5m
LISTAUSDT,2026-07-23 05:48:45.814805+00,FVG - 15m Pulido
HEIUSDT,2026-07-23 05:48:51.126439+00,MA Slope Caso 1
QCOMUSDT,2026-07-23 05:48:58.746378+00,MA Slope Caso 3
AIOUSDT,2026-07-23 06:03:29.763306+00,FVG - 1m
PROMUSDT,2026-07-23 06:17:00.974052+00,FVG - 1m
BRETTUSDT,2026-07-23 06:17:07.098127+00,FVG - 5m
DODOXUSDT,2026-07-23 06:30:36.480665+00,FVG - 1m
SYNUSDT,2026-07-23 06:30:42.590826+00,FVG - 5m
ESPORTSUSDT,2026-07-23 06:44:29.697217+00,FVG - 1m
PHAROSUSDT,2026-07-23 06:44:35.509744+00,FVG - 5m
ARXUSDT,2026-07-23 06:57:37.175043+00,FVG - 1m
ZAMAUSDT,2026-07-23 06:57:42.002637+00,FVG - 5m
ORCLUSDT,2026-07-23 07:11:53.333973+00,MA Slope Caso 3
ZKCUSDT,2026-07-23 07:27:40.820304+00,FVG - 1m
BSBUSDT,2026-07-23 07:27:46.99635+00,FVG - 5m
NEWTUSDT,2026-07-23 07:40:49.469769+00,FVG - 1m
HANAUSDT,2026-07-23 07:40:57.337854+00,FVG - 5m
CAPUSDT,2026-07-23 07:41:02.86371+00,MA Clone
CAPUSDT,2026-07-23 07:41:06.336385+00,MA Cross Momentum
CAPUSDT,2026-07-23 07:41:09.859801+00,Scalping Clone
CAPUSDT,2026-07-23 07:41:13.750232+00,Standard Scalping
MITOUSDT,2026-07-23 07:55:13.813494+00,FVG - 1m
ZKPUSDT,2026-07-23 07:55:19.904797+00,FVG - 5m
MAGMAUSDT,2026-07-23 08:08:22.258824+00,FVG - 1m
CLOUSDT,2026-07-23 08:08:27.386181+00,FVG - 5m
MEGAUSDT,2026-07-23 08:08:32.309014+00,MA Slope Caso 3
KITEUSDT,2026-07-23 08:36:13.468844+00,FVG - 5m
SHAZUSDT,2026-07-23 08:49:16.559154+00,FVG - 5m
ERAUSDT,2026-07-23 09:03:34.501829+00,FVG - 15m Pulido
STABLEUSDT,2026-07-23 09:03:39.930576+00,FVG - 1m
AIOUSDT,2026-07-23 09:03:55.462768+00,Standard Scalping
IRENUSDT,2026-07-23 09:04:01.844045+00,Standard Scalping
NAORISUSDT,2026-07-23 09:18:44.044144+00,FVG - 15m Pulido
TRIAUSDT,2026-07-23 09:33:15.029519+00,FVG - 1m
MELANIAUSDT,2026-07-23 09:59:26.28596+00,FVG - 5m
OPNUSDT,2026-07-23 10:13:09.513896+00,FVG - 1m
FHEUSDT,2026-07-23 10:13:15.590536+00,FVG - 5m
HEMIUSDT,2026-07-23 10:40:47.381063+00,Arrow Reversal
HEMIUSDT,2026-07-23 10:40:51.322533+00,
AVAAIUSDT,2026-07-23 10:40:58.585566+00,FVG - 15m
AVAAIUSDT,2026-07-23 10:41:07.392548+00,FVG - 15m Pulido
COLLECTUSDT,2026-07-23 10:54:54.169081+00,Scalping Clone
PLTRUSDT,2026-07-23 11:07:40.634048+00,Compresion ADN - Micro (5m)
TRUTHUSDT,2026-07-23 11:07:52.539311+00,FVG - 1m
MINIMAXUSDT,2026-07-23 11:07:58.411753+00,FVG - 5m
BLUAIUSDT,2026-07-23 11:23:46.722366+00,FVG - 1m
BARDUSDT,2026-07-23 11:23:51.449579+00,FVG - 5m
BNBUSDT,2026-07-23 11:23:57.689827+00,MA Slope Caso 1
ZILUSDT,2026-07-23 11:36:48.037721+00,FVG - 15m
1000PEPEUSDT,2026-07-23 11:36:59.348819+00,MA Slope Caso 1
SMCIUSDT,2026-07-23 11:50:52.034823+00,FVG - 15m Pulido
ALICEUSDT,2026-07-23 11:50:59.799035+00,FVG - 1m
ONDSUSDT,2026-07-23 12:04:15.790747+00,FVG - 15m Pulido
AKEUSDT,2026-07-23 12:04:20.92078+00,FVG - 1m
SPACEUSDT,2026-07-23 12:04:25.982324+00,MA Slope Caso 3 (15m)
KAITOUSDT,2026-07-23 12:04:43.060682+00,Scalping Clone
UBUSDT,2026-07-23 12:17:11.889303+00,FVG - 1m
LABUSDT,2026-07-23 12:17:17.959254+00,FVG - 5m
AIAUSDT,2026-07-23 12:29:49.045354+00,FVG - 1m
SPORTFUNUSDT,2026-07-23 12:42:07.691596+00,Compresion ADN - Micro (5m)
PAYPUSDT,2026-07-23 12:42:13.756386+00,MA Slope Caso 3 (15m)
APRUSDT,2026-07-23 12:56:14.131458+00,FVG - 1m
CHRUSDT,2026-07-23 12:56:18.861988+00,FVG - 5m
PLAYUSDT,2026-07-23 12:56:24.319664+00,MA Slope Caso 2
NBISUSDT,2026-07-23 13:09:03.643483+00,FVG - 1m
STARUSDT,2026-07-23 13:23:48.095148+00,FVG - 1m
STARUSDT,2026-07-23 13:23:52.081077+00,FVG - 5m
SQQQUSDT,2026-07-23 13:36:42.648508+00,Compresion ADN - Micro (5m)
LIGHTUSDT,2026-07-23 13:36:49.661953+00,FVG - 1m
UVXYUSDT,2026-07-23 13:49:22.035578+00,Compresion ADN - Micro (5m)
QNTXUSDT,2026-07-23 13:49:29.522674+00,FVG - 15m Pulido
BRUSDT,2026-07-23 13:49:37.590589+00,FVG - 1m
BRUSDT,2026-07-23 13:49:41.570397+00,FVG - 5m
VRTUSDT,2026-07-23 13:49:46.86859+00,MA Slope Caso 3
VRTUSDT,2026-07-23 13:49:50.122243+00,MA Slope Caso 3 Pulido
YGGUSDT,2026-07-23 14:04:07.850194+00,MA Slope Caso 1
BLURUSDT,2026-07-23 14:19:18.444834+00,FVG - 15m Pulido
BILLUSDT,2026-07-23 14:19:25.934601+00,FVG - 1m
AXTIUSDT,2026-07-23 14:33:58.376756+00,FVG - 1m
ZROUSDT,2026-07-23 14:34:06.541256+00,MA Slope Caso 3
ZROUSDT,2026-07-23 14:34:10.855969+00,MA Slope Caso 3 Pulido
XPINUSDT,2026-07-23 14:48:25.188757+00,FVG - 1m
WLFIUSDT,2026-07-23 14:48:31.860788+00,FVG - 5m
IDOLUSDT,2026-07-23 15:02:21.945087+00,FVG - 1m
AAOIUSDT,2026-07-23 15:02:29.815428+00,FVG - 5m
SNXXUSDT,2026-07-23 15:17:20.517283+00,FVG - 1m
TACUSDT,2026-07-23 15:17:27.373226+00,MA Slope Caso 3 (15m)
NOWUSDT,2026-07-23 15:36:29.048332+00,FVG - 1m
KASUSDT,2026-07-23 15:36:39.302386+00,MA Slope Caso 3 (15m)
LITEUSDT,2026-07-23 15:50:58.1+00,FVG - 1m
BNCUSDT,2026-07-23 16:04:18.253693+00,FVG - 15m Pulido
EVAAUSDT,2026-07-23 16:04:25.317259+00,FVG - 1m
UAIUSDT,2026-07-23 16:04:30.572554+00,FVG - 5m
XLEUSDT,2026-07-23 16:18:45.96803+00,MA Slope Caso 3
XLEUSDT,2026-07-23 16:18:49.309959+00,MA Slope Caso 3 Pulido
ZESTUSDT,2026-07-23 16:32:31.237413+00,FVG - 1m
INTWUSDT,2026-07-23 16:32:37.122884+00,FVG - 5m
FWDIUSDT,2026-07-23 16:32:44.098135+00,LSE Counter-Trend 
GUNUSDT,2026-07-23 16:32:53.389297+00,MA Slope Caso 2
GEVUSDT,2026-07-23 16:46:47.742108+00,LSE Counter-Trend 
BASUSDT,2026-07-23 17:01:11.049406+00,FVG - 5m
HIMSUSDT,2026-07-23 17:15:16.79319+00,Compresion ADN - Micro (5m)
ORDIUSDT,2026-07-23 17:32:36.070108+00,MA Slope Caso 3 Pulido
AIGENSYNUSDT,2026-07-23 18:01:13.304136+00,MA Slope Caso 2
ASMLUSDT,2026-07-23 18:01:20.531866+00,MA Slope Caso 3 (15m)
NOMUSDT,2026-07-23 18:28:55.466433+00,FVG - 1m
GWEIUSDT,2026-07-23 18:56:52.445842+00,FVG - 1m
BELUSDT,2026-07-23 19:39:51.479515+00,Compresion ADN - Micro (5m)
SOXLUSDT,2026-07-23 19:39:57.352054+00,FVG - 5m
BEATUSDT,2026-07-23 20:08:29.292074+00,FVG - 5m
API3USDT,2026-07-23 20:23:47.622208+00,MA Slope Caso 3 (15m)
INTCUSDT,2026-07-23 20:37:35.571134+00,FVG - 1m
BMNRUSDT,2026-07-23 20:50:59.162875+00,FVG - 15m Pulido
ARMUSDT,2026-07-23 21:04:44.269265+00,FVG - 1m
SOXSUSDT,2026-07-23 21:20:23.626982+00,FVG - 1m
BTWUSDT,2026-07-23 21:20:32.493134+00,LSE Counter-Trend 
EWTUSDT,2026-07-23 21:20:38.926949+00,MA Slope Caso 2
1000XECUSDT,2026-07-23 21:34:06.833216+00,FVG - 15m
TSLAUSDT,2026-07-23 21:59:18.641228+00,FVG - 5m
MAVUSDT,2026-07-23 22:12:36.652908+00,FVG - 1m
YBUSDT,2026-07-23 22:12:42.450743+00,MA Slope Caso 1
COMPUSDT,2026-07-23 22:12:49.548992+00,MA Slope Caso 3
COMPUSDT,2026-07-23 22:12:55.208585+00,MA Slope Caso 3 Pulido
VELVETUSDT,2026-07-23 22:39:29.840153+00,FVG - 1m
HOMEUSDT,2026-07-23 23:20:35.750732+00,FVG - 1m
币安人生USDT,2026-07-23 23:33:30.841238+00,FVG - 15m
币安人生USDT,2026-07-23 23:33:38.95726+00,FVG - 15m Pulido
币安人生USDT,2026-07-23 23:33:43.032976+00,FVG - 5m
ANTHROPICUSDT,2026-07-24 00:03:59.845449+00,FVG - 5m
1000RATSUSDT,2026-07-24 00:04:06.575388+00,LSE Counter-Trend 
TAGUSDT,2026-07-24 00:45:39.931729+00,FVG - 15m
SAPIENUSDT,2026-07-24 00:45:50.665796+00,MA Slope Caso 2
AERGOUSDT,2026-07-24 00:58:12.99031+00,FVG - 1m
CTRUSDT,2026-07-24 01:40:26.407983+00,MA Cross Momentum
ORDERUSDT,2026-07-24 01:54:01.553949+00,FVG - 1m
JCTUSDT,2026-07-24 02:22:24.395556+00,FVG - 1m
ENAUSDT,2026-07-24 02:51:15.385544+00,LSE Counter-Trend 
AVAAIUSDT,2026-07-24 03:09:50.709472+00,FVG - 1m
STABLEUSDT,2026-07-24 03:09:57.427212+00,FVG - 5m
PHAROSUSDT,2026-07-24 03:31:22.59345+00,FVG - 1m
AGTUSDT,2026-07-24 03:31:28.677213+00,FVG - 5m
BTWUSDT,2026-07-24 03:31:36.589496+00,LSE Counter-Trend 
XMRUSDT,2026-07-24 03:31:43.36696+00,MA Slope Caso 3
XMRUSDT,2026-07-24 03:31:47.334892+00,MA Slope Caso 3 Pulido
ZAMAUSDT,2026-07-24 03:49:51.198503+00,FVG - 1m
PROMUSDT,2026-07-24 03:49:57.528611+00,FVG - 5m
REUSDT,2026-07-24 04:08:03.909533+00,FVG - 1m
BUSDT,2026-07-24 04:08:09.678396+00,FVG - 5m
LISTAUSDT,2026-07-24 04:25:47.800649+00,FVG - 15m Pulido
AKEUSDT,2026-07-24 04:25:53.697772+00,FVG - 1m
ZHIPUUSDT,2026-07-24 04:43:17.178323+00,FVG - 1m
LAUSDT,2026-07-24 04:43:24.237286+00,Scalping Clone
LAUSDT,2026-07-24 04:43:27.836625+00,Standard Scalping
BANKUSDT,2026-07-24 04:59:24.230338+00,FVG - 1m
HUSDT,2026-07-24 05:15:57.91697+00,FVG - 1m
MVLLUSDT,2026-07-24 05:16:03.70427+00,MA Slope Caso 2
DEXEUSDT,2026-07-24 05:34:27.808415+00,FVG - 1m
HEIUSDT,2026-07-24 05:52:07.359382+00,FVG - 1m
LYNUSDT,2026-07-24 06:26:41.931343+00,Arrow Reversal
LYNUSDT,2026-07-24 06:26:45.999134+00,
DATAIPUSDT,2026-07-24 06:26:53.089406+00,Compresion ADN - Micro (5m)
VELVETUSDT,2026-07-24 06:42:22.037883+00,FVG - 1m
TRUSTUSDT,2026-07-24 06:59:25.620868+00,FVG - 1m
ONUSDT,2026-07-24 07:15:09.385396+00,FVG - 1m
CRMUSDT,2026-07-24 07:34:17.877704+00,Compresion ADN - Micro (5m)
APRUSDT,2026-07-24 07:34:28.619321+00,FVG - 1m
ORDERUSDT,2026-07-24 08:06:59.20426+00,MA Cross Momentum
ORDERUSDT,2026-07-24 08:07:03.178031+00,Scalping Clone
ORDERUSDT,2026-07-24 08:07:06.974659+00,Standard Scalping
EVAAUSDT,2026-07-24 08:39:20.631181+00,FVG - 1m
ONEUSDT,2026-07-24 08:54:54.318122+00,Compresion ADN - Micro (5m)
BULLAUSDT,2026-07-24 08:55:05.219317+00,FVG - 1m
SKLUSDT,2026-07-24 09:12:57.097727+00,FVG - 1m
ACXUSDT,2026-07-24 14:13:45.514651+00,FVG - 5m
SYNUSDT,2026-07-24 14:32:36.261758+00,FVG - 15m Pulido
INTWUSDT,2026-07-24 14:32:43.760987+00,FVG - 1m
BROCCOLIF3BUSDT,2026-07-24 14:32:54.351085+00,FVG - 5m
SNXXUSDT,2026-07-24 14:51:26.541712+00,FVG - 1m
BEATUSDT,2026-07-24 14:51:32.973224+00,FVG - 5m
LABUSDT,2026-07-24 14:51:36.76244+00,MA Slope Caso 1
FHEUSDT,2026-07-24 14:51:40.470506+00,MA Slope Caso 2
UBUSDT,2026-07-24 15:09:42.788461+00,FVG - 15m Pulido
HIMSUSDT,2026-07-24 15:09:48.907622+00,FVG - 1m
ZILUSDT,2026-07-24 15:09:55.809271+00,MA Slope Caso 1
TRXUSDT,2026-07-24 15:10:03.699915+00,MA Slope Caso 3
TRXUSDT,2026-07-24 15:10:08.213802+00,MA Slope Caso 3 Pulido
CRCLUSDT,2026-07-24 15:31:31.425637+00,FVG - 15m Pulido
ALABUSDT,2026-07-24 15:31:38.666617+00,FVG - 1m
KORUUSDT,2026-07-24 15:31:46.810645+00,FVG - 5m
CROSSUSDT,2026-07-24 15:50:12.574293+00,Compresion ADN - Micro (5m)
CBRSUSDT,2026-07-24 15:50:17.821147+00,FVG - 1m
UAIUSDT,2026-07-24 15:50:24.290505+00,FVG - 5m
ARIAUSDT,2026-07-24 16:08:45.369616+00,FVG - 15m Pulido
HANAUSDT,2026-07-24 16:08:52.644896+00,FVG - 1m
USUSDT,2026-07-24 16:08:58.604856+00,FVG - 5m
BILLUSDT,2026-07-24 16:27:36.389474+00,FVG - 15m Pulido
GWEIUSDT,2026-07-24 16:27:42.111504+00,FVG - 1m
NBISUSDT,2026-07-24 16:27:49.21571+00,FVG - 5m
STARUSDT,2026-07-24 16:46:57.692214+00,FVG - 15m Pulido
EPICUSDT,2026-07-24 16:47:04.352792+00,FVG - 1m
HOMEUSDT,2026-07-24 16:47:10.689123+00,FVG - 5m
